gtfsid;name;vltid;vltnamn;vltnamn2;;;;;
;;81421;Västra Agen;Västra Agen;;;;;
;;66137;Västra Askersbyvägen;Västra Askersbyvägen;;;;;
;;81010;Västra Bjurvik;Västra Bjurvik;;;;;
;;63045;Västra Deje;Västra Deje;;;;;
;;65056;Västra Fågelvik;Västra Fågelvik;;;;;
;;84272;Västra Hungvik;Västra Hungvik;;;;;
;;30059;Västra Hångstad;Västra Hångstad;;;;;
;;84279;Västra Högvalta;Västra Högvalta;;;;;
;;98016;Västra Jeppetorp;Västra Jeppetorp;;;;;
;;84151;Västra Jössefors;Västra Jössefors;;;;;
;;85126;Västra Kålsäter;Västra Kålsäter;;;;;
;;84280;Västra Speked;Västra Speked;;;;;
;;85109;Västra Takene;Västra Takene;;;;;
;;83154;Västra Tönnet;Västra Tönnet;;;;;
;;85110;Västra Uggelsäter;Västra Uggelsäter;;;;;
;;37108;Västra Vadje;Västra Vadje;;;;;
;;84281;Västra Årnäs;Västra Årnäs;;;;;
;;66091;Västra Ämtervik;Västra Ämtervik;;;;;
;;66096;Västra Ämtervik Missionskyrkan;Västra Ämtervik Missionskyrkan;;;;;
;;66092;Västra Ämtervik station;Västra Ämtervik station;;;;;
;;66097;Västra Ämtervik Sundéns Handel;Västra Ämtervik Sundéns Handel;;;;;
;;66098;Västra Ämteviks Kyrka;Västra Ämteviks Kyrka;;;;;
;;63046;Västsjövägen;Västsjövägen;;;;;
;;30060;Växvik;Växvik;;;;;
;;83159;Yggenäs;Yggenäs;;;;;
;;84283;Ålgården;Ålgården;;;;;
;;60083;Ålviksboden;Ålviksboden;;;;;
;;84284;Åmot;Åmot;;;;;
;;30045;Åmotfors Lövbladsvägen;Åmotfors Lövbladsvägen;;;;;
;;30062;Åmotfors station;Åmotfors station;;;;;
;;30061;Åmotfors Torget;Åmotfors Torget;;;;;
;;30063;Åmotfors Vittenstensvägen;Åmotfors Vittenstensvägen;;;;;
;;30078;Åmotfors vårdcentral;Åmotfors vårdcentral;;;;;
;;86015;Åmål Berga;Åmål Berga;;;;;
;;86013;Åmål Karlbergsskolan;Åmål Karlbergsskolan;;;;;
;;86014;Åmål Kristinebergsskolan;Åmål Kristinebergsskolan;;;;;
;;86008;Åmål torget;Åmål torget;;;;;
;;86016;Åmål Östby;Åmål Östby;;;;;
;;86007;Åmåls resecentrum;Åmåls resecentrum;;;;;
;;63047;Ånäs;Ånäs;;;;;
;;84285;Årbotten affären;Årbotten affären;;;;;
;;65069;Årjäng Brandstationen;Årjäng Brandstationen;;;;;
;;65061;Årjäng Kyrkerud;Årjäng Kyrkerud;;;;;
;;65062;Årjäng Silbodalskolan;Årjäng Silbodalskolan;;;;;
;;65071;Årjäng Sågen;Årjäng Sågen;;;;;
;;65064;Årjäng Ågy-skolan;Årjäng Ågy-skolan;;;;;
;;65060;Årjängs busstation;Årjängs busstation;;;;;
;;65074;Årjängs vårdcentral;Årjängs vårdcentral;;;;;
;;84286;Årnäs (Finnebäck);Årnäs (Finnebäck);;;;;
;;66120;Årnäs (Västerrottna);Årnäs (Västerrottna);;;;;
;;83160;Årsgärdet;Årsgärdet;;;;;
;;30006;Ås (Charlottenberg);Ås (Charlottenberg);;;;;
;;30064;Ås station;Ås station;;;;;
;;65193;Åsebyn;Åsebyn;;;;;
;;66099;Åsegård;Åsegård;;;;;
;;84287;Åsen (Arvika);Åsen (Arvika);;;;;
;;63048;Åsen (Forshaga);Åsen (Forshaga);;;;;
;;84307;Åsen (Sulvik);Åsen (Sulvik);;;;;
;;81400;Åserud;Åserud;;;;;
;;64049;Åshammar;Åshammar;;;;;
;;37101;Åsteby;Åsteby;;;;;
;;37102;Åstrand;Åstrand;;;;;
;;60102;Åsviken;Åsviken;;;;;
;;15055;Älfvik;Älfvik;;;;;
;;84288;Älgå kyrka;Älgå kyrka;;;;;
;;84289;Älgå Skola;Älgå Skola;;;;;
;;60084;Ämtvägen;Ämtvägen;;;;;
;;84389;Ängarna;Ängarna;;;;;
;;65076;Ängebäck;Ängebäck;;;;;
;;80699;Ängebäck (Hynboholm);Ängebäck (Hynboholm);;;;;
;;66100;Ängen;Ängen;;;;;
;;66101;Ängenvägen;Ängenvägen;;;;;
;;83163;Ängfall;Ängfall;;;;;
;;83164;Ängfallhedsvägen;Ängfallhedsvägen;;;;;
;;60090;Ängtorp;Ängtorp;;;;;
;;63049;Ängåsen (Skived);Ängåsen (Skived);;;;;
;;63050;Ävjagården;Ävjagården;;;;;
;;83168;Öjenäs (Ekshärad);Öjenäs (Ekshärad);;;;;
;;66103;Öjenäs (Lysvik);Öjenäs (Lysvik);;;;;
;;63051;Öjenäsvägen;Öjenäsvägen;;;;;
;;84292;Öjerud snickerifabriken;Öjerud snickerifabriken;;;;;
;;66104;Öjerviks station;Öjerviks station;;;;;
;;80707;Öknavägen (Vallargärdet);Öknavägen (Vallargärdet);;;;;
;;85117;Ökne bensinstationen;Ökne bensinstationen;;;;;
;;81403;Ölme kyrka;Ölme kyrka;;;;;
;;81404;Ölme station;Ölme station;;;;;
;;81405;Ölme Stolpen;Ölme Stolpen;;;;;
;;85118;Ölserud (Kila);Ölserud (Kila);;;;;
;;85119;Ölseruds kyrka;Ölseruds kyrka;;;;;
;;80724;Öna gård;Öna gård;;;;;
;;80677;Öna skola;Öna skola;;;;;
;;80708;Önnerud (Karlstad);Önnerud (Karlstad);;;;;
;;66113;Önsby;Önsby;;;;;
;;29006;Örebro Resecentrum;Örebro Resecentrum;;;;;
;;80709;Örtenästorp;Örtenästorp;;;;;
;;66106;Östanbjörke;Östanbjörke;;;;;
;;84293;Östanvik (VTAB);Östanvik (VTAB);;;;;
;;80710;Östanås;Östanås;;;;;
;;61092;Östanås (Hammarö);Östanås (Hammarö);;;;;
;;66107;Östanås (Sunne);Östanås (Sunne);;;;;
;;65066;Östervallskog;Östervallskog;;;;;
;;65067;Östervallskog Skola;Östervallskog Skola;;;;;
;;80711;Österängarna (VTAB);Österängarna (VTAB);;;;;
;;37103;Östmark;Östmark;;;;;
;;84294;Östra Berga;Östra Berga;;;;;
;;81401;Östra Bjurvik;Östra Bjurvik;;;;;
;;63052;Östra Deje;Östra Deje;;;;;
;;63053;Östra Deje Idrottsplatsen;Östra Deje Idrottsplatsen;;;;;
;;80705;Östra Fågelviks kyrka;Östra Fågelviks kyrka;;;;;
;;15061;Östra Gunnita;Östra Gunnita;;;;;
;;84290;Östra Hungvik;Östra Hungvik;;;;;
;;30065;Östra Hångstad;Östra Hångstad;;;;;
;;84296;Östra Högvalta;Östra Högvalta;;;;;
;;66108;Östra Ingersby;Östra Ingersby;;;;;
;;87041;Östra Lonntorp;Östra Lonntorp;;;;;
;;84233;Östra Rud;Östra Rud;;;;;
;;80613;Östra Silon;Östra Silon;;;;;
;;84297;Östra Speked;Östra Speked;;;;;
;;85134;Östra Takene;Östra Takene;;;;;
;;83166;Östra Tönnet;Östra Tönnet;;;;;
;;85115;Östra Uggelsäter;Östra Uggelsäter;;;;;
;;37168;Östra Vadje;Östra Vadje;;;;;
;;60085;Östra vägen (Bjurtjärn);Östra vägen (Bjurtjärn);;;;;
;;66102;Östra Ämtervik Prästbol;Östra Ämtervik Prästbol;;;;;
;;83169;Överberga;Överberga;;;;;
;;37104;Överbyn;Överbyn;;;;;
;;83170;Övre Lid;Övre Lid;;;;;
;;63054;Övre Ulleruds kyrka;Övre Ulleruds kyrka;;;;;
