gtfsid;name;vltid;vltnamn;vltnamn2;;;;;
7422233;Liksåsen;81084;Kristinehamn Adlersparretorget;Kristinehamn Adlersparretorget;;;;;
7457858;Lilla Björby;81087;Kristinehamn Bele;Kristinehamn Bele;;;;;
7457387;Lilla Skärmnäs;81090;Kristinehamn Bjurtjärnsgatan;Kristinehamn Bjurtjärnsgatan;;;;;
7458618;Lilla Årbotten;81091;Kristinehamn Björkvallen;Kristinehamn Björkvallen;;;;;
7458392;Lillbergsheden;81258;Kristinehamn BKU Sommarhem;Kristinehamn BKU Sommarhem;;;;;
7410937;Lillebacka;81093;Kristinehamn Blixten;Kristinehamn Blixten;;;;;
7424617;Lillerud;81094;Kristinehamn Blomstervägen;Kristinehamn Blomstervägen;;;;;
7458846;Lillerud;81095;Kristinehamn Branten;Kristinehamn Branten;;;;;
7457340;Lillsjön;81248;Kristinehamn Bättringsvägen;Kristinehamn Bättringsvägen;;;;;
7456967;Lindesnar;81099;Kristinehamn Casco;Kristinehamn Casco;;;;;
7410268;Lindfors;81101;Kristinehamn Christinehamns SS;Kristinehamn Christinehamns SS;;;;;
7424526;Lindfors kiosken;81103;Kristinehamn Dalavägen;Kristinehamn Dalavägen;;;;;
7457204;Lindås;81104;Kristinehamn Djurgårdsplatån;Kristinehamn Djurgårdsplatån;;;;;
7422246;Lindås vsk E18;81105;Kristinehamn Djurgårdsskolan;Kristinehamn Djurgårdsskolan;;;;;
7410963;Linnebäck;81265;Kristinehamn Drillsnäppan;Kristinehamn Drillsnäppan;;;;;
7421991;Linnebäck västra E18;81141;Kristinehamn Edet;Kristinehamn Edet;;;;;
7449883;Linnebäcks camping;81115;Kristinehamn Fernebogatan;Kristinehamn Fernebogatan;;;;;
7404320;Linnedal;81116;Kristinehamn Filipstadsvägen;Kristinehamn Filipstadsvägen;;;;;
7458346;Lisselängen;81117;Kristinehamn Fjädermolnet;Kristinehamn Fjädermolnet;;;;;
7457949;Ljungby;81118;Kristinehamn Folkets Hus;Kristinehamn Folkets Hus;;;;;
7457087;Ljusnästorp;81120;Kristinehamn Frälsningsarméns sommarhem;Kristinehamn Frälsningsarméns sommarhem;;;;;
7410977;Loffstrand;81121;Kristinehamn Fältvägen;Kristinehamn Fältvägen;;;;;
7449887;Lonnhyttan;81135;Kristinehamn Gottbol;Kristinehamn Gottbol;;;;;
7458728;Ludvigsberg;81123;Kristinehamn Guldfisken;Kristinehamn Guldfisken;;;;;
7457941;Lund;81125;Kristinehamn Gustavsvik;Kristinehamn Gustavsvik;;;;;
7458393;Lund;81126;Kristinehamn Gångtunneln;Kristinehamn Gångtunneln;;;;;
7457341;Lundagård;81127;Kristinehamn Hacklehemskolan;Kristinehamn Hacklehemskolan;;;;;
7422324;Lundsberg;81129;Kristinehamn Haga Koloniområde;Kristinehamn Haga Koloniområde;;;;;
7457859;Lundstorp;81131;Kristinehamn Hembygdsgården;Kristinehamn Hembygdsgården;;;;;
7404328;Lunedet;81228;Kristinehamn HK Center;Kristinehamn HK Center;;;;;
7457205;Lungsgrinden;81133;Kristinehamn Häggvägen;Kristinehamn Häggvägen;;;;;
7422271;Lungstorp;81134;Kristinehamn Hägringen;Kristinehamn Hägringen;;;;;
7422323;Lungsund kyrka;81136;Kristinehamn Höghuset;Kristinehamn Höghuset;;;;;
7457206;Lungsundskorset;81137;Kristinehamn Högliden;Kristinehamn Högliden;;;;;
7457888;Lungvik;81138;Kristinehamn Högåsgatan;Kristinehamn Högåsgatan;;;;;
7457207;Lungälven;81139;Kristinehamn ICA MAXI;Kristinehamn ICA MAXI;;;;;
7422277;Lyckan;81140;Kristinehamn Irisdal;Kristinehamn Irisdal;;;;;
7458736;Lyckåsen;81147;Kristinehamn Kapurja;Kristinehamn Kapurja;;;;;
7457464;Lysvik Ordensvägen;81150;Kristinehamn Kolarstigen;Kristinehamn Kolarstigen;;;;;
7424600;Lysvik skolan;81152;Kristinehamn Kostigen;Kristinehamn Kostigen;;;;;
7400433;Lysvik station;81154;Kristinehamn Kristinegården;Kristinehamn Kristinegården;;;;;
7424592;Långban;81158;Kristinehamn Kurlanda;Kristinehamn Kurlanda;;;;;
7458294;Långban Stationsvägen;81282;Kristinehamn Kvarndammen/Övre Kvarn;Kristinehamn Kvarndammen/Övre Kvarn;;;;;
7458295;Långbansände;81013;Kristinehamn Kyrkan;Kristinehamn Kyrkan;;;;;
7458183;Långerud Rv 26;81161;Kristinehamn kyrkogården;Kristinehamn kyrkogården;;;;;
7401236;Långflon;81057;Kristinehamn Lagmansgatan 5;Kristinehamn Lagmansgatan 5;;;;;
7435254;Långmon;81166;Kristinehamn Lisas Höjd;Kristinehamn Lisas Höjd;;;;;
7458394;Långrösta;81168;Kristinehamn Lyran;Kristinehamn Lyran;;;;;
7458847;Långserud Bygdegården;81029;Kristinehamn Lötbron;Kristinehamn Lötbron;;;;;
7410261;Långserud Ed;81170;Kristinehamn Magister L v;Kristinehamn Magister L v;;;;;
7458296;Långskogen;81114;Kristinehamn Magister L v10;Kristinehamn Magister L v10;;;;;
7458620;Långvak;81173;Kristinehamn Mandelvägen;Kristinehamn Mandelvägen;;;;;
7458621;Långvak Verkstaden;81174;Kristinehamn Mariebergsallén;Kristinehamn Mariebergsallén;;;;;
7458622;Långvakshultet;81176;Kristinehamn Mariebergsvägen;Kristinehamn Mariebergsvägen;;;;;
7458595;Långvakshultsvägen;81177;Kristinehamn Mariebergsåsen;Kristinehamn Mariebergsåsen;;;;;
7422255;Lämbacken;81178;Kristinehamn Marielund;Kristinehamn Marielund;;;;;
7411010;Lässerud;81182;Kristinehamn Mossvägen;Kristinehamn Mossvägen;;;;;
7458297;Lättheden;81184;Kristinehamn Musseronvägen 10;Kristinehamn Musseronvägen 10;;;;;
7411017;Lönnskog;81185;Kristinehamn Musseronvägen 26;Kristinehamn Musseronvägen 26;;;;;
7457342;Löved;81142;Kristinehamn N Undersbol;Kristinehamn N Undersbol;;;;;
7458849;Lövenborg;81188;Kristinehamn Nilssonsgatan;Kristinehamn Nilssonsgatan;;;;;
7458449;Lövheden;81190;Kristinehamn Norra Ringvägen;Kristinehamn Norra Ringvägen;;;;;
7458731;Lövnäs;81192;Kristinehamn Närkevägen;Kristinehamn Närkevägen;;;;;
7450526;Lövnäs Vårdcentralen;81193;Kristinehamn Ode Baltens gata;Kristinehamn Ode Baltens gata;;;;;
7458623;Lövnäsvägen;81196;Kristinehamn Picassoskulpturen;Kristinehamn Picassoskulpturen;;;;;
7457208;Lövstad;81122;Kristinehamn Presterud;Kristinehamn Presterud;;;;;
7411022;Lövstaholm;81198;Kristinehamn Presterudskolan;Kristinehamn Presterudskolan;;;;;
7456953;Lövåsen;81199;Kristinehamn Presterudsvägen;Kristinehamn Presterudsvägen;;;;;
7458895;Magnebyvägen;81063;Kristinehamn Ridskolan;Kristinehamn Ridskolan;;;;;
7411026;Mallbacken;81202;Kristinehamn Rådmansgatan;Kristinehamn Rådmansgatan;;;;;
7422291;Malsjö;81206;Kristinehamn Rönnebergskiosken;Kristinehamn Rönnebergskiosken;;;;;
7400367;Malung station;81208;Kristinehamn Sandfallet;Kristinehamn Sandfallet;;;;;
7425744;Malöga;81209;Kristinehamn Sandfallsvägen 12;Kristinehamn Sandfallsvägen 12;;;;;
7457860;Mangenbaden;81210;Kristinehamn Sandfallsvägen 2;Kristinehamn Sandfallsvägen 2;;;;;
7411034;Mangskog kyrka;81509;Kristinehamn Sannagården;Kristinehamn Sannagården;;;;;
7463342;Mangskog Lundby Livs;81215;Kristinehamn Sannaparken;Kristinehamn Sannaparken;;;;;
7457861;Mariehov;81218;Kristinehamn Sjukhuset Huvudentrén;Kristinehamn Sjukhuset Huvudentrén;;;;;
7449884;Mark;81220;Kristinehamn Skymningen;Kristinehamn Skymningen;;;;;
7411050;Medhamn;81223;Kristinehamn Stadsbondgården;Kristinehamn Stadsbondgården;;;;;
7457388;Medskog;81225;Kristinehamn Stenbacken;Kristinehamn Stenbacken;;;;;
7422267;Mellby;81363;Kristinehamn Stenbiten;Kristinehamn Stenbiten;;;;;
7457959;Mellby;81175;Kristinehamn Stenfallet;Kristinehamn Stenfallet;;;;;
7458850;Mellby;81230;Kristinehamn Stenstaliden;Kristinehamn Stenstaliden;;;;;
7457019;Mellbyn;81234;Kristinehamn Strand;Kristinehamn Strand;;;;;
7422347;Mellerudstorp;81235;Kristinehamn Strand vändplan;Kristinehamn Strand vändplan;;;;;
7411057;Metbäcken;81236;Kristinehamn Strandskatan;Kristinehamn Strandskatan;;;;;
7411058;Millesvik;81237;Kristinehamn Strandskolan;Kristinehamn Strandskolan;;;;;
7411059;Mitandersfors;81238;Kristinehamn Strandvägen;Kristinehamn Strandvägen;;;;;
7422357;Mjönäs;81240;Kristinehamn Söderled;Kristinehamn Söderled;;;;;
7458397;Mjönäs Mjönässkolan;81242;Kristinehamn Södermalmsskolan;Kristinehamn Södermalmsskolan;;;;;
7411062;Mo kyrka;81243;Kristinehamn Södertull;Kristinehamn Södertull;;;;;
7420075;Molkom Graninge;81246;Kristinehamn Södra Ringvägen;Kristinehamn Södra Ringvägen;;;;;
7425747;Molkom Rörvägen;81249;Kristinehamn Södra Staketgatan;Kristinehamn Södra Staketgatan;;;;;
7400815;Molkom station;81250;Kristinehamn Södra Torget;Kristinehamn Södra Torget;;;;;
7425750;Molkom Stationsgatan;81159;Kristinehamn Vålösundsbryggan;Kristinehamn Vålösundsbryggan;;;;;
7434454;Molkom Upperud;81092;Kristinehamn Vålösundsbryggan båthpl;Kristinehamn Vålösundsbryggan båthpl;;;;;
7425749;Molkoms vårdcentral;81272;Kristinehamn Yxgränd;Kristinehamn Yxgränd;;;;;
7411069;Mon;81273;Kristinehamn Ämbetsgatan;Kristinehamn Ämbetsgatan;;;;;
7457020;Morast;81275;Kristinehamn Övre Kvarn;Kristinehamn Övre Kvarn;;;;;
7458185;Mossbron;81081;Kristinehamns resecentrum;Kristinehamns resecentrum;;;;;
7458629;Mossevägen;81266;Kristinehamns vårdcentral;Kristinehamns vårdcentral;;;;;
7458186;Mosstorp;66118;Krokbäcken;Krokbäcken;;;;;
7458398;Mosstorp;84167;Krokebol;Krokebol;;;;;
7456982;Mossänden;86002;Kroken;Kroken;;;;;
7404324;Motjärnshyttan;85176;Krokstad;Krokstad;;;;;
7422274;Munkfors Blia;84168;Kronan;Kronan;;;;;
7457310;Munkfors Bliavägen;15025;Kronbacken;Kronbacken;;;;;
7400381;Munkfors busstation;81276;Krontorp (Bäckhammar);Krontorp (Bäckhammar);;;;;
7422361;Munkfors Dalbråten;80539;Krontorp (Hynboholm);Krontorp (Hynboholm);;;;;
7422356;Munkfors Hagalund;82057;Kruses väg;Kruses väg;;;;;
7457313;Munkfors Hallarna;37046;Krusmon;Krusmon;;;;;
7411083;Munkfors Munkerud;83010;Krösåsen;Krösåsen;;;;;
7422360;Munkfors Näset;83076;Kullen (VTAB);Kullen (VTAB);;;;;
7411089;Myra;81066;Kungsgårdsvägen (VTAB);Kungsgårdsvägen (VTAB);;;;;
7458630;Myra;60021;Kungsskogen;Kungsskogen;;;;;
7458631;Myrevägen;60022;Kungsskogshyttan (Kungskogen);Kungsskogshyttan (Kungskogen);;;;;
7458187;Myrhult;60023;Kungsskogstorp;Kungsskogstorp;;;;;
7457947;Myrom;80540;Kustorpsvägen;Kustorpsvägen;;;;;
7458632;Myrom;60024;Kvarnfallet;Kvarnfallet;;;;;
7411091;Myrås;63024;Kvarntorp;Kvarntorp;;;;;
7422273;Mångstorp;60099;Kväggenvägen;Kväggenvägen;;;;;
7411093;Månserud;60025;Kväggeshyttan;Kväggeshyttan;;;;;
7458189;Månstavägen;66038;Kymstad;Kymstad;;;;;
7457090;Månäs;60068;Kyrkstensvägen;Kyrkstensvägen;;;;;
7411094;Mårbacka;85052;Kållerud (Säffle);Kållerud (Säffle);;;;;
7411095;Mårbacken;85053;Kålsäter;Kålsäter;;;;;
7463393;Mölnbacka;37112;Kälkerud (Väg 239);Kälkerud (Väg 239);;;;;
7436017;Mörmorondellen;84169;Kälkesrudsvägen;Kälkesrudsvägen;;;;;
7457256;Mörtvägen;80542;Källorna;Källorna;;;;;
7457390;Nedre Medskog;85054;Källås;Källås;;;;;
7457148;Nedre Svenneby;80543;Kärne;Kärne;;;;;
7411115;Nilsby vägskäl;81285;Kärr;Kärr;;;;;
7457093;NKL-Trä;37037;Kärrbackstrand;Kärrbackstrand;;;;;
7458637;Nolby;85055;Kärrholmen;Kärrholmen;;;;;
7458853;Nolby;84165;Kärrmossen;Kärrmossen;;;;;
7457039;Nolbykorset;66150;Kärrviken;Kärrviken;;;;;
7458191;Nolås;83077;Kärråsen;Kärråsen;;;;;
7457419;Norane;80545;Kätterudsvägen;Kätterudsvägen;;;;;
7458607;Nordal;60026;Käxsundet;Käxsundet;;;;;
7411122;Nordmark Folkets Hus;81286;Labberud;Labberud;;;;;
7458302;Nordmark Hyttbacken;60027;Ladufallet;Ladufallet;;;;;
7425005;Nordmark kruthuset;60086;Laggartorp;Laggartorp;;;;;
7458303;Nordmark Prästgården;83079;Lakheden;Lakheden;;;;;
7458304;Nordmark Skolan;80639;Landstingshuset;Landstingshuset;;;;;
7458305;Nordmark Övre Ringen;60028;Lanforsen;Lanforsen;;;;;
7457343;Nordsjöheden;82127;Lassbo;Lassbo;;;;;
7458638;Nordstuga;1054;Laxå;Laxå;;;;;
7458639;Nordtomta;37039;Lekvattnet;Lekvattnet;;;;;
7458229;Noret;15034;Lene station;Lene station;;;;;
7457468;Norra Arneby;65025;Lennartsfors;Lennartsfors;;;;;
7458851;Norra Avelsäter;84172;Leran;Leran;;;;;
7458399;Norra Basterud;85057;Lerbyn;Lerbyn;;;;;
7458402;Norra Bogerud;80547;Lerfallet;Lerfallet;;;;;
7422345;Norra Borgvik;30037;Lerots station;Lerots station;;;;;
7457094;Norra Brattmon;66039;Lersjöfors;Lersjöfors;;;;;
7422302;Norra by;82124;Lertorp;Lertorp;;;;;
7457209;Norra Dalbäcken;82059;Lervik;Lervik;;;;;
7458910;Norra Djupviken;82060;Lesjöfors Konsum;Lesjöfors Konsum;;;;;
7458852;Norra Ed;82062;Lesjöfors Martinvägen;Lesjöfors Martinvägen;;;;;
7457866;Norra Edsgatan;82063;Lesjöfors Mekaniska Verkstaden;Lesjöfors Mekaniska Verkstaden;;;;;
7458633;Norra Fjäll;82064;Lesjöfors Parkgatan;Lesjöfors Parkgatan;;;;;
7458640;Norra Fjöle;82065;Lesjöfors Personalhuset;Lesjöfors Personalhuset;;;;;
7458735;Norra Furtan;82067;Lesjöfors Skolan;Lesjöfors Skolan;;;;;
7457315;Norra Gersby;82068;Lesjöfors Skolgatan;Lesjöfors Skolgatan;;;;;
7457467;Norra Granbäck;82123;Lesjöfors Stiftelsevägen;Lesjöfors Stiftelsevägen;;;;;
7457128;Norra Gravol;82071;Lesjöfors Villastaden;Lesjöfors Villastaden;;;;;
7458634;Norra Gravås;82072;Lesjöfors Villavägen;Lesjöfors Villavägen;;;;;
7456973;Norra Hannäsvägen;37040;Letafors;Letafors;;;;;
7457210;Norra Hedås;65026;Leverhögen;Leverhögen;;;;;
7458400;Norra Hornnäs;83080;Lid (Sunnemo);Lid (Sunnemo);;;;;
7458401;Norra Källås;81291;Lid (Ölme);Lid (Ölme);;;;;
7458403;Norra Lakheden;83172;Lidnäset;Lidnäset;;;;;
7458404;Norra Loffstrand;83081;Lidsbron;Lidsbron;;;;;
7458461;Norra Mossberg;83051;Lidsbron väg 240;Lidsbron väg 240;;;;;
7458306;Norra Motjärnshyttan;81292;Liffland;Liffland;;;;;
7457948;Norra Myrom;37042;Likenäs Allköp ICA;Likenäs Allköp ICA;;;;;
7457096;Norra Ny kyrka;37043;Likenäs Sjukhemmet;Likenäs Sjukhemmet;;;;;
7456954;Norra Näs;37190;Likenäs vårdcentral;Likenäs vårdcentral;;;;;
7432927;Norra Näs Näs;81399;Liksåsen;Liksåsen;;;;;
7457868;Norra Sanna;80548;Lilla Björby;Lilla Björby;;;;;
7457211;Norra Sjötorp;64028;Lilla Skärmnäs;Lilla Skärmnäs;;;;;
7464309;Norra Sjöändan;84175;Lilla Årbotten;Lilla Årbotten;;;;;
7457280;Norra Skagene;83082;Lillbergsheden;Lillbergsheden;;;;;
7457344;Norra Skived;85058;Lillebacka;Lillebacka;;;;;
7411109;Norra Skoga;80549;Lillerud (Vålberg);Lillerud (Vålberg);;;;;
7458190;Norra Stenåsen;85059;Lillerud (Västra Kila);Lillerud (Västra Kila);;;;;
7458635;Norra Stömnevägen;2247;Lilleström;Lilleström;;;;;
7457316;Norra Tjärne;63025;Lillsjön;Lillsjön;;;;;
7457281;Norra Tye;15045;Lindesnar;Lindesnar;;;;;
7457153;Norra Utterbyn;80550;Lindfors;Lindfors;;;;;
7465393;Norra Viken;80551;Lindfors Kiosken;Lindfors Kiosken;;;;;
7457097;Norra Värnäs;60029;Lindås (Lungsund);Lindås (Lungsund);;;;;
7457466;Norra Västerrottna;81294;Lindåsvägen;Lindåsvägen;;;;;
7458405;Norra Öjenäs;87019;Linnebäck;Linnebäck;;;;;
7435237;Norra Överbyn;87020;Linnebäck västra E18;Linnebäck västra E18;;;;;
7422334;Norsbron;87021;Linnebäcks Camping;Linnebäcks Camping;;;;;
7458224;Norsbäcken;15035;Linnedal;Linnedal;;;;;
7458406;Norsdalen;83011;Lisselängen;Lisselängen;;;;;
7457969;Norum;80722;Ljungby;Ljungby;;;;;
7457870;Norumsvägen;37045;Ljusnästorp;Ljusnästorp;;;;;
7458407;Nybacka;83083;Loffstrand;Loffstrand;;;;;
7458192;Nybble Macken;87022;Lonnhyttan;Lonnhyttan;;;;;
7404332;Nybble väg 26;84315;Ludvigsberg;Ludvigsberg;;;;;
7458193;Nybygget;83084;Lund (Sunnemo);Lund (Sunnemo);;;;;
7458307;Nykroppa Bergslagsvägen;80713;Lund (Väse);Lund (Väse);;;;;
7458331;Nykroppa Gammelkroppavä;63026;Lundagård;Lundagård;;;;;
7424601;Nykroppa Rävåsen;60031;Lundsberg;Lundsberg;;;;;
7400816;Nykroppa station;80552;Lundstorp;Lundstorp;;;;;
7458308;Nykroppa Ängsvägen;87023;Lunedet;Lunedet;;;;;
7411153;Nyskoga;60032;Lungsgrinden;Lungsgrinden;;;;;
7400818;Nysäter busstation;82073;Lungstorp;Lungstorp;;;;;
7458453;Nytäppa;60033;Lungsunds kyrka;Lungsunds kyrka;;;;;
7458641;Näbbol;60034;Lungsundskorset;Lungsundskorset;;;;;
7457098;Näckån;80625;Lungvik;Lungvik;;;;;
7411161;Nässundet station;60035;Lungälven;Lungälven;;;;;
7457213;Näsvägen;63027;Lyckan;Lyckan;;;;;
7457236;Näverviken;84323;Lyckåsen;Lyckåsen;;;;;
7435238;Nötövägen;66043;Lysvik Ordensvägen;Lysvik Ordensvägen;;;;;
7449875;Odlingen;66042;Lysvik Skolan;Lysvik Skolan;;;;;
7424497;Oleby samhälle;66040;Lysvik station;Lysvik station;;;;;
7457166;Oleby Sjömansvägen;65027;Låbbyn;Låbbyn;;;;;
7401411;Oleby station;82074;Långban;Långban;;;;;
7457164;Oleby Stationsvägen;82075;Långban Stationsvägen;Långban Stationsvägen;;;;;
7458409;Olsgården;82076;Långbansände;Långbansände;;;;;
7422185;Olsätter västra vägskäl;81300;Långerud Riksväg 26;Långerud Riksväg 26;;;;;
7457346;Orretorp;37047;Långflon;Långflon;;;;;
7400359;Ottebol station;83018;Långmon;Långmon;;;;;
7458854;Oxåsen;83085;Långrösta;Långrösta;;;;;
7458328;Paradis;85060;Långserud Bygdegården;Långserud Bygdegården;;;;;
7458259;Paradisgård Byggdegårde;85021;Långserud Ed;Långserud Ed;;;;;
7401268;Persberg station;82077;Långskogen;Långskogen;;;;;
7420298;Persberg väg 63 ICA;84177;Långvak;Långvak;;;;;
7422327;Persbol;84178;Långvak Verkstaden;Långvak Verkstaden;;;;;
7411197;Perserud;84179;Långvakshultet;Långvakshultet;;;;;
7458644;Perserudsvägen;84147;Långvakshultsvägen;Långvakshultsvägen;;;;;
7457130;Petteråsen;37048;Lämbacken;Lämbacken;;;;;
7458645;Pickerud;30038;Lässerud;Lässerud;;;;;
7458410;Piken;82078;Lättheden;Lättheden;;;;;
7458310;Piludden;80403;Löfbergs Arena;Löfbergs Arena;;;;;
7457391;Portilavägen;85061;Lönnskog;Lönnskog;;;;;
7458194;Posseberg;63028;Löved;Löved;;;;;
7457214;Posthagarna;85062;Lövenborg;Lövenborg;;;;;
7458648;Prästhög;83171;Lövheden;Lövheden;;;;;
7458855;Punsbol;61045;Lövnäs (Hammarö);Lövnäs (Hammarö);;;;;
7458452;Pustbacken (Gräs);84318;Lövnäs (Mangskog);Lövnäs (Mangskog);;;;;
7458411;Pustbacken (rv 62);61046;Lövnäs Bryggerivägen;Lövnäs Bryggerivägen;;;;;
7458311;Påland;61032;Lövnäs Vårdcentralen;Lövnäs Vårdcentralen;;;;;
7422211;Påterud;84180;Lövnäsvägen;Lövnäsvägen;;;;;
7458245;Pärsbolsvägen;60036;Lövstad;Lövstad;;;;;
7411209;Pörte;66045;Lövstaholm;Lövstaholm;;;;;
7458649;Racken;15036;Lövåsen (Frykerud);Lövåsen (Frykerud);;;;;
7422286;Rackstad;85120;Magnebyvägen;Magnebyvägen;;;;;
7401272;Ransby handel;66046;Mallbacken;Mallbacken;;;;;
7457469;Ransbytorp;64029;Malsjö;Malsjö;;;;;
7457321;Ransäter Geijersgården;23195;Malung Jvstn;Malung Jvstn;;;;;
7422363;Ransäter hembygdsgården;64030;Malöga;Malöga;;;;;
7401273;Ransäter kyrka;80558;Mangenbaden;Mangenbaden;;;;;
7457317;Ransäter Rudtorpsbron;84185;Mangskog kyrkan;Mangskog kyrkan;;;;;
7449297;Ransäterskolan;84396;Mangskog Lundby Livs;Mangskog Lundby Livs;;;;;
7457318;Ransäterstorp;83086;Mangstorp;Mangstorp;;;;;
7422310;Revsand;80686;Mariebergs IP;Mariebergs IP;;;;;
7457999;Revsten;80559;Mariehov;Mariehov;;;;;
7456955;Ringstadsvägen;87026;Mark;Mark;;;;;
7411240;Rinn;81303;Medhamn;Medhamn;;;;;
7422270;Risberg;64031;Medskog;Medskog;;;;;
7457347;Risäter;66047;Mellby;Mellby;;;;;
7457392;Rolfsbol;85063;Mellby (Värmlandsbro);Mellby (Värmlandsbro);;;;;
7458651;Rollens verkstad;30039;Mellbyn (Eda);Mellbyn (Eda);;;;;
7457401;Romängen;80978;Mellbyn (Edsvalla);Mellbyn (Edsvalla);;;;;
7449888;Rosensjö;80561;Mellerudstorp;Mellerudstorp;;;;;
7449889;Rosensjö västra;37049;Metbäcken;Metbäcken;;;;;
7457132;Rottnaberg;85064;Millesvik;Millesvik;;;;;
7424498;Rottneros E45;84188;Mitandersfors;Mitandersfors;;;;;
7457525;Rottneros Park;83087;Mjönäs;Mjönäs;;;;;
7400501;Rottneros station;83088;Mjönässkolan;Mjönässkolan;;;;;
7457470;Rottneros Villastaden;86003;Mo kyrka;Mo kyrka;;;;;
7457522;Rottneros Värdshuset;80566;Molkom Graninge;Molkom Graninge;;;;;
7458412;Rotviken;80570;Molkom Rörvägen;Molkom Rörvägen;;;;;
7422241;Rud;80562;Molkom Station;Molkom Station;;;;;
7457471;Rud;80571;Molkom Stationsgatan;Molkom Stationsgatan;;;;;
7422337;Rud (Skåre);80596;Molkom Upperud;Molkom Upperud;;;;;
7457872;Rudsberg;80573;Molkoms vårdcentral;Molkoms vårdcentral;;;;;
7411260;Rudsbyn;83089;Mon (Sunnemo);Mon (Sunnemo);;;;;
7411261;Rudsgården;30040;Morast;Morast;;;;;
7457282;Rudsgården;81305;Mossbron;Mossbron;;;;;
7457873;Rudsheden;84189;Mossevägen;Mossevägen;;;;;
7457348;Rudshult;83090;Mosstorp (Ekshärad);Mosstorp (Ekshärad);;;;;
7458202;Rudskoga;81307;Mosstorp (Ölme);Mosstorp (Ölme);;;;;
7422225;Rudskoga kyrka;80503;Mossänden;Mossänden;;;;;
7456994;Rudstaängarna;82079;Motjärnshyttan;Motjärnshyttan;;;;;
7424620;Runnebolskorset;62004;Munkerud;Munkerud;;;;;
7457530;Råby;62006;Munkfors Bliavägen;Munkfors Bliavägen;;;;;
7457879;Råbäck;62005;Munkfors busstation;Munkfors busstation;;;;;
7457472;Råbäcken;62007;Munkfors Dalbråten;Munkfors Dalbråten;;;;;
7411285;Råda;62009;Munkfors Hagalund;Munkfors Hagalund;;;;;
7422358;Råda Risätersvägen;62010;Munkfors Hallarna;Munkfors Hallarna;;;;;
7425746;Råda Rådastrand;62011;Munkfors Näset;Munkfors Näset;;;;;
7422257;Rådom;62021;Munkfors vårdcentral;Munkfors vårdcentral;;;;;
7457473;Rådom;84190;Myra (Arvika);Myra (Arvika);;;;;
7457215;Råglanda;83091;Myra (Norra Råda);Myra (Norra Råda);;;;;
7458856;Råglanda;84191;Myrevägen;Myrevägen;;;;;
7422209;Ränkesed;81310;Myrhult;Myrhult;;;;;
7422254;Rännberg;84192;Myrom (Arvika);Myrom (Arvika);;;;;
7458240;Räverudsvägen;80720;Myrom (Ölme);Myrom (Ölme);;;;;
7456957;Rävlinge;65028;Myrås;Myrås;;;;;
7458199;Rävtorp;65029;Månserud;Månserud;;;;;
7458653;Räxed;81312;Månstavägen;Månstavägen;;;;;
7458654;Räxedstranna;37050;Månäs;Månäs;;;;;
7457151;Röbjörkeby;66048;Mårbacka;Mårbacka;;;;;
7411296;Röjdåfors;80309;Mårbackagatan;Mårbackagatan;;;;;
7457060;Röjdåfors Kulturstation;37051;Mårbacken;Mårbacken;;;;;
7464350;Röjseln;63835;Mölnbacka;Mölnbacka;;;;;
7422206;Rök;61013;Mörmorondellen;Mörmorondellen;;;;;
7457038;Rönningen;61012;Mörtvägen;Mörtvägen;;;;;
7411303;Rössbyn E18;64033;Nedre Medskog;Nedre Medskog;;;;;
7457247;Rötterna;37127;Nedre Svenneby;Nedre Svenneby;;;;;
7457455;S Hälserud;15037;Nilsby;Nilsby;;;;;
7422195;Sandaholm;37054;NKL-Trä;NKL-Trä;;;;;
7458657;Sandbräckan;87029;Nobelverken Björkborn;Nobelverken Björkborn;;;;;
7411329;Sandheden;84198;Nolby (Arvika);Nolby (Arvika);;;;;
7457216;Sandsjötorp;85067;Nolby (Värmlandsnäs);Nolby (Värmlandsnäs);;;;;
7456959;Sandviken;30067;Nolbykorset (Charlottenberg);Nolbykorset (Charlottenberg);;;;;
7465395;Sandviken;61051;Nolgård;Nolgård;;;;;
7457474;Sandviken Gräsmark;81316;Nolås;Nolås;;;;;
7458658;Sandviksvägen;65030;Norane;Norane;;;;;
7425743;Sandåsen;84163;Nordal;Nordal;;;;;
7457475;Sannäs;82083;Nordmark Folkets Hus;Nordmark Folkets Hus;;;;;
7450888;Saxebyn;82084;Nordmark Hyttbacken;Nordmark Hyttbacken;;;;;
7456960;Saxebyvägen;82126;Nordmark Kruthuset;Nordmark Kruthuset;;;;;
7424634;Saxhyttan väg 63;82085;Nordmark Prästgården;Nordmark Prästgården;;;;;
7458312;Saxån;82086;Nordmark Skolan;Nordmark Skolan;;;;;
7450777;Schillingvägen;82087;Nordmark Övre Ringen;Nordmark Övre Ringen;;;;;
7422289;Segerfors;63029;Nordsjöheden;Nordsjöheden;;;;;
7422191;Segerstad E18 vägskäl;84199;Nordstuga;Nordstuga;;;;;
7457404;Segmon;84200;Nordtomta;Nordtomta;;;;;
7425745;Segmon Snutterudsvägen;81416;Noret (VTAB);Noret (VTAB);;;;;
7411341;Segmon Sågtorpsskolan;85065;Norra  Avelsäter;Norra Avelsäter;;;;;
7457394;Segmon Västra Vallgatan;66051;Norra Arneby;Norra Arneby;;;;;
7457420;Selen;83093;Norra Basterud;Norra Basterud;;;;;
